	V4	V5	V6
40496	chr1	66445191	66445985
40497	chr1	66446191	66447052
40498	chr1	66564025	66564928
40499	chr1	66648624	66649556
40500	chr1	66725723	66726621
40501	chr1	66728870	66729737
40502	chr1	66732485	66733398
40503	chr1	66739093	66739976
40504	chr1	66752042	66752864
40505	chr1	66757879	66758769
40506	chr1	66760989	66761853
40507	chr1	66764756	66765643
40508	chr1	66769315	66770232
40509	chr1	66788227	66789072
40510	chr1	66840566	66841477
40511	chr1	66924619	66925502
40512	chr1	66929801	66930661
40513	chr1	66931655	66932296
40514	chr1	66933931	66934824
40515	chr1	66936749	66937581
40516	chr1	66981400	66982238
40517	chr1	66995785	66996697
40518	chr1	67053709	67054573
40519	chr1	67112287	67113126
40520	chr1	67134469	67135366
40521	chr1	67142646	67143549
40522	chr1	67148843	67149694
40523	chr1	67162788	67163650
40524	chr1	67165943	67166792
40525	chr1	67170566	67171445
40526	chr1	67171854	67172678
40527	chr1	67194178	67195095
40528	chr1	67211456	67212131
40529	chr1	67226383	67227262
40530	chr1	67233635	67234533
40531	chr1	67261434	67262294
40532	chr1	67274436	67275306
40533	chr1	67285926	67286822
40534	chr1	67307277	67308127
40535	chr1	67332778	67333683
40536	chr1	67336093	67336476
40537	chr1	67336602	67337347
40538	chr1	67338388	67339179
40539	chr1	67342025	67342717
40540	chr1	67430144	67430951
40541	chr1	67433629	67434470
40542	chr1	67436632	67437480
40543	chr1	67441164	67441978
40544	chr1	67500178	67501075
40545	chr1	67532145	67533030
40546	chr1	67535195	67536010
40547	chr1	67560434	67561245
40548	chr1	67561553	67562374
40549	chr1	67563998	67564779
40550	chr1	67635010	67635923
40551	chr1	67674224	67675120
40552	chr1	67684728	67685627
40553	chr1	67686162	67687037
40554	chr1	67688592	67689452
40555	chr1	67694631	67695482
40556	chr1	67696474	67697323
40557	chr1	67723504	67724345
40558	chr1	67725968	67726835
40559	chr1	67735961	67736892
40560	chr1	67759933	67760822
40561	chr1	67766022	67766850
40562	chr1	67831681	67832587
40563	chr1	67832984	67833840
40564	chr1	67885791	67886676
40565	chr1	67889731	67890561
40566	chr1	68119897	68120728
40567	chr1	68209384	68209946
40568	chr1	68213601	68214498
40569	chr1	68228808	68229611
40570	chr1	68230744	68231624
40571	chr1	68232137	68233032
40572	chr1	68245358	68246239
40573	chr1	68255244	68256059
40574	chr1	68260066	68260959
40575	chr1	68268752	68269620
40576	chr1	68270699	68271608
40577	chr1	68277896	68278843
40578	chr1	68291762	68292653
40579	chr1	68337889	68338768
40580	chr1	68339243	68340144
40581	chr1	68342431	68343298
40582	chr1	68347139	68348046
40583	chr1	68358359	68359063
40584	chr1	68361121	68362035
40585	chr1	68384049	68384943
40586	chr1	68429195	68430080
40587	chr1	68442783	68443672
40588	chr1	68496671	68497566
40589	chr1	69567093	69567761
40590	chr1	69687993	69688837
40591	chr1	69910971	69911890
40592	chr1	70132685	70133559
40593	chr1	70205208	70206111
40594	chr1	70210020	70210923
40595	chr1	70221047	70221904
40596	chr1	70227222	70228122
40597	chr1	70241794	70242684
40598	chr1	70354290	70355151
40599	chr1	70356019	70356680
40600	chr1	70410600	70411484
40601	chr1	70419823	70420727
40602	chr1	70487578	70488428
40603	chr1	70509815	70510717
40604	chr1	70685092	70685957
40605	chr1	70686279	70687100
40606	chr1	70818180	70819078
40607	chr1	70892781	70893638
40608	chr1	70933913	70934833
40609	chr1	70939077	70939539
40610	chr1	70947910	70948373
40611	chr1	70948479	70949064
40612	chr1	70978409	70979269
40613	chr1	70979725	70980518
40614	chr1	70980766	70981411
40615	chr1	71032673	71033532
40616	chr1	71047244	71048016
40617	chr1	71049713	71050607
40618	chr1	71080762	71081640
40619	chr1	71413839	71414720
40620	chr1	71860829	71861708
40621	chr1	72280878	72281635
40622	chr1	72282444	72283291
40623	chr1	72283615	72284273
40624	chr1	72284540	72285200
40625	chr1	72288773	72289618
40626	chr1	72366196	72367028
40627	chr1	72371268	72371859
40628	chr1	72623061	72623950
40629	chr1	72624456	72625293
40630	chr1	72635492	72636368
40631	chr1	73180317	73180805
40632	chr1	73180931	73181610
40633	chr1	73516170	73517047
40634	chr1	73593314	73594170
40635	chr1	73636921	73637757
40636	chr1	74194835	74195677
40637	chr1	74197752	74198651
40638	chr1	74247645	74248576
40639	chr1	74253108	74253999
40640	chr1	74652455	74653308
40641	chr1	74732792	74733617
40642	chr1	75614453	75615310
40643	chr1	75615626	75616486
40644	chr1	75720741	75721671
40645	chr1	75724146	75725067
40646	chr1	75745045	75745943
40647	chr1	75784337	75785112
40648	chr1	75785790	75786653
40649	chr1	75790576	75791430
40650	chr1	75795290	75796112
40651	chr1	75991256	75992150
40652	chr1	76023505	76024369
40653	chr1	76052677	76053579
40654	chr1	76074207	76075123
40655	chr1	76075750	76076573
40656	chr1	76105036	76105854
40657	chr1	76154116	76155008
40658	chr1	76256173	76257042
40659	chr1	76260041	76260908
40660	chr1	76267411	76268301
40661	chr1	76270186	76271042
40662	chr1	76294359	76295192
40663	chr1	76300281	76301191
40664	chr1	76867960	76868864
40665	chr1	76901293	76901650
40666	chr1	76905975	76906820
40667	chr1	77047966	77048877
40668	chr1	77059711	77060610
40669	chr1	77125998	77126894
40670	chr1	77148025	77148869
40671	chr1	77218942	77219830
40672	chr1	77227077	77227972
40673	chr1	77279738	77280607
40674	chr1	77281676	77282506
40675	chr1	77308718	77309642
40676	chr1	77312141	77312969
40677	chr1	77313425	77314226
40678	chr1	77388461	77389348
40679	chr1	77412003	77412829
40680	chr1	77413358	77414246
40681	chr1	77415327	77416199
40682	chr1	77421312	77422185
40683	chr1	77431061	77431942
40684	chr1	77434702	77435633
40685	chr1	77459490	77460383
40686	chr1	77475406	77475987
40687	chr1	77476272	77477144
40688	chr1	77482468	77483336
40689	chr1	77504763	77505647
40690	chr1	77533440	77534291
40691	chr1	77534478	77535103
40692	chr1	77605241	77605954
40693	chr1	77682606	77683080
40694	chr1	77683182	77683674
40695	chr1	77687313	77688174
40696	chr1	77748254	77749135
40697	chr1	77759402	77760174
40698	chr1	77761688	77762529
40699	chr1	77779230	77780113
40700	chr1	77785409	77786299
40701	chr1	77790473	77790963
40702	chr1	77824920	77825840
40703	chr1	77888469	77889332
40704	chr1	77926422	77927283
40705	chr1	77927711	77928477
40706	chr1	77977887	77978522
40707	chr1	77978799	77979710
40708	chr1	77985906	77986554
40709	chr1	78004356	78005168
40710	chr1	78021144	78022028
40711	chr1	78045717	78046600
40712	chr1	78114094	78114983
40713	chr1	78142828	78143756
40714	chr1	78607744	78608634
40715	chr1	78617291	78618201
40716	chr1	78619902	78620670
40717	chr1	78645509	78646377
40718	chr1	78649345	78650238
40719	chr1	78650997	78651899
40720	chr1	78911742	78912634
40721	chr1	79041887	79042751
40722	chr1	79044927	79045802
40723	chr1	79052570	79053441
40724	chr1	79710724	79711572
40725	chr1	80925093	80925932
40726	chr1	80926488	80927251
40727	chr1	81121113	81121978
40728	chr1	81125430	81126324
40729	chr1	81208183	81209072
40730	chr1	81213088	81213937
40731	chr1	81218086	81218603
40732	chr1	82225251	82226087
40733	chr1	82227487	82228377
40734	chr1	83508155	83509059
40735	chr1	83583267	83584108
40736	chr1	83760821	83761664
40737	chr1	83809948	83810807
40738	chr1	83818663	83819567
40739	chr1	83821898	83822805
40740	chr1	83823801	83824682
40741	chr1	83828996	83829797
40742	chr1	83860377	83861325
40743	chr1	83931369	83932264
40744	chr1	83998776	83999637
40745	chr1	84077568	84078468
40746	chr1	84085852	84086617
40747	chr1	84090466	84091335
40748	chr1	84103131	84104014
40749	chr1	84122678	84123513
40750	chr1	84133376	84134209
40751	chr1	84140964	84141840
40752	chr1	84143835	84144708
40753	chr1	84145111	84145850
40754	chr1	84146300	84147053
40755	chr1	84152322	84153245
40756	chr1	84156068	84156935
40757	chr1	84159341	84160229
40758	chr1	84162999	84163871
40759	chr1	84168569	84169351
40760	chr1	84224262	84225179
40761	chr1	84225421	84225986
40762	chr1	84246055	84246681
40763	chr1	84247261	84248128
40764	chr1	84271165	84272106
40765	chr1	84278751	84279584
40766	chr1	84298249	84299073
40767	chr1	84301189	84302094
40768	chr1	84365470	84366368
40769	chr1	84379002	84379924
40770	chr1	84388562	84389479
40771	chr1	84390056	84390916
40772	chr1	84403105	84403995
40773	chr1	84407718	84408639
40774	chr1	84425200	84426083
40775	chr1	84430214	84431059
40776	chr1	84433453	84434321
40777	chr1	84434965	84435801
40778	chr1	84437044	84437938
40779	chr1	84442055	84442901
40780	chr1	84450620	84451502
40781	chr1	84452158	84453032
40782	chr1	84459818	84460715
40783	chr1	84478990	84479914
40784	chr1	84496298	84497209
40785	chr1	84505865	84506744
40786	chr1	84573958	84574819
40787	chr1	84611466	84612396
40788	chr1	84619053	84619755
40789	chr1	84620519	84621436
40790	chr1	84667919	84668792
40791	chr1	84690078	84690964
40792	chr1	84692744	84693640
40793	chr1	84699807	84700622
40794	chr1	84724100	84725004
40795	chr1	84753255	84754137
40796	chr1	84758839	84759727
40797	chr1	84772077	84772958
40798	chr1	84779751	84780644
40799	chr1	84782157	84783053
40800	chr1	84847145	84847906
40801	chr1	84854069	84854965
40802	chr1	84861214	84861980
40803	chr1	84862567	84863445
40804	chr1	84876053	84876950
40805	chr1	84889146	84889986
40806	chr1	84892641	84893518
40807	chr1	84912545	84913419
40808	chr1	84930207	84931134
40809	chr1	84935921	84936815
40810	chr1	84944656	84945592
40811	chr1	84947456	84948240
40812	chr1	84959086	84959995
40813	chr1	84972111	84972906
40814	chr1	84974796	84975649
40815	chr1	84988376	84989255
40816	chr1	84991253	84992103
40817	chr1	84996804	84997644
40818	chr1	85005397	85006255
40819	chr1	85027324	85028148
40820	chr1	85047932	85048825
40821	chr1	85050548	85051403
40822	chr1	85058040	85058814
40823	chr1	85061778	85062684
40824	chr1	85090016	85090904
40825	chr1	85091567	85092353
40826	chr1	85109169	85110040
40827	chr1	85179294	85180179
40828	chr1	85200827	85201668
40829	chr1	85254492	85255355
40830	chr1	85259253	85260125
40831	chr1	85268733	85269601
40832	chr1	85276215	85277109
40833	chr1	85278664	85279537
40834	chr1	85289489	85290438
40835	chr1	85297903	85298807
40836	chr1	85307884	85308762
40837	chr1	85464452	85465292
40838	chr1	85576533	85577410
40839	chr1	85581037	85581557
40840	chr1	85707994	85708898
40841	chr1	86061374	86062247
40842	chr1	86137155	86138071
40843	chr1	86155265	86156129
40844	chr1	86156467	86157286
40845	chr1	86157908	86158673
40846	chr1	86323949	86324818
40847	chr1	86339136	86340034
40848	chr1	86365635	86366573
40849	chr1	86380025	86380929
40850	chr1	86389099	86389989
40851	chr1	86395854	86396726
40852	chr1	86404546	86405203
40853	chr1	86419095	86419976
40854	chr1	86429589	86430484
40855	chr1	86441302	86442197
40856	chr1	86460676	86461626
40857	chr1	86473792	86474681
40858	chr1	86499723	86500620
40859	chr1	86501988	86502839
40860	chr1	86503501	86504329
40861	chr1	86616658	86617570
40862	chr1	86704214	86705139
40863	chr1	86739722	86740635
40864	chr1	86741833	86742649
40865	chr1	86750837	86751665
40866	chr1	86768073	86768951
40867	chr1	86773045	86773689
40868	chr1	86774092	86774966
40869	chr1	86778045	86778961
40870	chr1	86780666	86781580
40871	chr1	86788137	86788948
40872	chr1	86792690	86793585
40873	chr1	86798528	86799241
40874	chr1	86822179	86823025
40875	chr1	86833296	86834213
40876	chr1	86865900	86866802
40877	chr1	86914031	86914921
40878	chr1	86933373	86934297
40879	chr1	86965026	86965877
40880	chr1	87044544	87045354
40881	chr1	87045703	87046485
40882	chr1	87057370	87058267
40883	chr1	87061465	87062372
40884	chr1	87084026	87084949
40885	chr1	87131629	87132437
40886	chr1	87148316	87149195
40887	chr1	87151480	87152391
40888	chr1	87175993	87176779
40889	chr1	87179756	87180682
40890	chr1	87208736	87209615
40891	chr1	87219365	87220260
40892	chr1	87225938	87226795
40893	chr1	87231570	87232458
40894	chr1	87286722	87287601
40895	chr1	87292602	87293460
40896	chr1	87296027	87296902
40897	chr1	87301252	87302130
40898	chr1	87304869	87305768
40899	chr1	87313850	87314748
40900	chr1	87317816	87318692
40901	chr1	87325724	87326636
40902	chr1	87328172	87329070
40903	chr1	87331244	87332112
40904	chr1	87334904	87335812
40905	chr1	87404058	87404946
40906	chr1	87423508	87424392
40907	chr1	87449202	87450127
40908	chr1	87450672	87451472
40909	chr1	87588263	87589117
40910	chr1	87826381	87827253
40911	chr1	87830270	87831179
40912	chr1	87864426	87865292
40913	chr1	87869415	87870322
40914	chr1	87902583	87903473
40915	chr1	87953526	87954385
40916	chr1	88180306	88181190
40917	chr1	88595054	88595975
40918	chr1	88660988	88661894
40919	chr1	88683749	88684625
40920	chr1	88699965	88700606
40921	chr1	88701178	88701911
40922	chr1	88729912	88730773
40923	chr1	88736409	88737288
40924	chr1	88799168	88799835
40925	chr1	88800169	88801050
40926	chr1	88801631	88802478
40927	chr1	88873695	88874626
40928	chr1	88877331	88878113
40929	chr1	88891139	88892030
40930	chr1	88935696	88936563
40931	chr1	88946691	88947540
40932	chr1	88973311	88974151
40933	chr1	88983637	88984533
40934	chr1	88992448	88993308
40935	chr1	88998484	88999351
40936	chr1	89001926	89002726
40937	chr1	89004462	89005158
40938	chr1	89005291	89006120
40939	chr1	89019824	89020683
40940	chr1	89022348	89023174
40941	chr1	89028790	89029678
40942	chr1	89033705	89034616
40943	chr1	89035050	89035812
40944	chr1	89049682	89050445
40945	chr1	89050588	89051191
40946	chr1	89064892	89065787
40947	chr1	89069834	89070669
40948	chr1	89071746	89072502
40949	chr1	89080715	89081610
40950	chr1	89085524	89086426
40951	chr1	89125682	89126511
40952	chr1	89126939	89127814
40953	chr1	89128575	89129465
40954	chr1	89130017	89130625
40955	chr1	89133692	89134600
40956	chr1	89195024	89195927
40957	chr1	89198264	89199182
40958	chr1	89200573	89201354
40959	chr1	89206341	89206710
40960	chr1	89256792	89257565
40961	chr1	89259263	89260186
40962	chr1	89269041	89269924
40963	chr1	89272419	89273319
40964	chr1	89274127	89275050
40965	chr1	89276397	89277144
40966	chr1	89277481	89278270
40967	chr1	89278772	89279659
40968	chr1	89284039	89284895
40969	chr1	89285470	89286244
40970	chr1	89286652	89287518
40971	chr1	89294981	89295852
40972	chr1	89299657	89300411
40973	chr1	89302568	89303475
40974	chr1	89310267	89311128
40975	chr1	89311584	89312348
40976	chr1	89312626	89313356
40977	chr1	89351466	89352356
40978	chr1	89353980	89354738
40979	chr1	89354868	89355682
40980	chr1	89358049	89358960
40981	chr1	89407276	89408098
40982	chr1	89428833	89429711
40983	chr1	89444598	89445473
40984	chr1	89450865	89451725
40985	chr1	89454846	89455723
40986	chr1	89460065	89460918
40987	chr1	89463769	89464600
40988	chr1	89465118	89465980
40989	chr1	89466179	89467087
40990	chr1	89482981	89483883
40991	chr1	89487735	89488412
40992	chr1	89488892	89489725
40993	chr1	89512997	89513900
40994	chr1	89519513	89520412
40995	chr1	89524354	89525248
40996	chr1	89538024	89538821
40997	chr1	89540213	89541100
40998	chr1	89545233	89546117
40999	chr1	89552471	89553388
41000	chr1	89555278	89556095
41001	chr1	89556812	89557721
41002	chr1	89559827	89560384
41003	chr1	89566570	89567469
41004	chr1	89592603	89593444
41005	chr1	89598789	89599661
41006	chr1	89602979	89603772
41007	chr1	89606929	89607643
41008	chr1	89608146	89608871
41009	chr1	89610411	89611194
41010	chr1	89611697	89612403
41011	chr1	89615716	89616590
41012	chr1	89622665	89623539
41013	chr1	89626563	89627477
41014	chr1	89632569	89633421
41015	chr1	89635886	89636750
41016	chr1	89642810	89643715
41017	chr1	89652423	89653343
41018	chr1	89657629	89658485
41019	chr1	89659547	89660363
41020	chr1	89669913	89670743
41021	chr1	89680817	89681728
41022	chr1	89692594	89693368
41023	chr1	89694270	89695101
41024	chr1	89695953	89696808
41025	chr1	89699250	89699933
41026	chr1	89701804	89702667
41027	chr1	89706340	89707236
41028	chr1	89719302	89720192
41029	chr1	89721088	89721974
41030	chr1	89724424	89725297
41031	chr1	89725722	89726290
41032	chr1	89728282	89729056
41033	chr1	89754272	89755076
41034	chr1	89757367	89758244
41035	chr1	89762716	89763613
41036	chr1	89775369	89776264
41037	chr1	89780438	89781228
41038	chr1	89781591	89782404
41039	chr1	89798178	89798882
41040	chr1	89804380	89805280
41041	chr1	89812702	89813543
41042	chr1	89815389	89816288
41043	chr1	89820803	89821517
41044	chr1	89843035	89843912
41045	chr1	89847070	89847826
41046	chr1	89855440	89856347
41047	chr1	89863088	89863998
41048	chr1	89864357	89865231
41049	chr1	89870640	89871528
41050	chr1	89873666	89874500
41051	chr1	89890458	89891287
41052	chr1	89896038	89896902
41053	chr1	89903973	89904871
41054	chr1	89906332	89907247
41055	chr1	89908584	89909458
41056	chr1	89940826	89941692
41057	chr1	89942572	89943496
41058	chr1	89945869	89946684
41059	chr1	89952834	89953726
41060	chr1	89956826	89957705
41061	chr1	89966386	89967238
41062	chr1	89975363	89976204
41063	chr1	89986950	89987859
41064	chr1	89994712	89995589
41065	chr1	90000648	90001494
41066	chr1	90324922	90325832
41067	chr1	90710400	90711332
41068	chr1	90717478	90718364
41069	chr1	90723125	90724030
41070	chr1	90726726	90727551
41071	chr1	90730253	90731132
41072	chr1	90835725	90836574
41073	chr1	90841256	90842094
41074	chr1	90851174	90852035
41075	chr1	90959385	90960262
41076	chr1	90983560	90984380
41077	chr1	90989667	90990534
41078	chr1	91011716	91012610
41079	chr1	91017730	91018556
41080	chr1	91021703	91022494
41081	chr1	91024190	91025117
41082	chr1	91030875	91031724
41083	chr1	91054537	91055441
41084	chr1	91063149	91064040
41085	chr1	91099733	91100602
41086	chr1	91124689	91125537
41087	chr1	91164963	91165752
41088	chr1	91166073	91166808
41089	chr1	91282657	91283457
41090	chr1	91404057	91404965
41091	chr1	91500540	91501405
41092	chr1	91511156	91512065
41093	chr1	91523181	91524061
41094	chr1	91529833	91530632
41095	chr1	91548381	91548793
41096	chr1	91548907	91549629
41097	chr1	91550719	91551619
41098	chr1	91555809	91556703
41099	chr1	91559935	91560790
41100	chr1	91561477	91562236
41101	chr1	91569391	91570282
41102	chr1	91571788	91572696
41103	chr1	91582110	91582935
41104	chr1	91587173	91588020
41105	chr1	91591229	91591797
41106	chr1	91646816	91647729
41107	chr1	91684497	91685414
41108	chr1	91697207	91698118
41109	chr1	91713113	91713986
41110	chr1	91729562	91730399
41111	chr1	91791488	91792384
41112	chr1	91803796	91804388
41113	chr1	91804506	91805193
41114	chr1	91810530	91811419
41115	chr1	91872436	91873280
41116	chr1	91875792	91876702
41117	chr1	91883114	91883975
41118	chr1	91885718	91886578
41119	chr1	91889843	91890696
41120	chr1	91926994	91927898
41121	chr1	91948288	91949147
41122	chr1	91997471	91998290
41123	chr1	92016509	92017343
41124	chr1	92029650	92030527
41125	chr1	92080074	92080984
41126	chr1	92096034	92096921
41127	chr1	92201771	92202637
41128	chr1	92298458	92299390
41129	chr1	92309865	92310759
41130	chr1	92315618	92316528
41131	chr1	92317573	92318482
41132	chr1	92365552	92366422
41133	chr1	92410447	92411278
41134	chr1	92459592	92460529
41135	chr1	92461511	92462409
41136	chr1	92464476	92465323
41137	chr1	92466608	92467447
41138	chr1	92473811	92474607
41139	chr1	92475910	92476802
41140	chr1	92482890	92483822
41141	chr1	92484402	92485255
41142	chr1	92485525	92486364
41143	chr1	92486697	92487457
41144	chr1	92501946	92502848
41145	chr1	92504395	92505341
41146	chr1	92536677	92537518
41147	chr1	92538049	92538699
41148	chr1	92563228	92564115
41149	chr1	92583657	92584471
41150	chr1	92598995	92599867
41151	chr1	92622992	92623909
41152	chr1	92728444	92729363
41153	chr1	92730310	92731129
41154	chr1	92739403	92740309
41155	chr1	92742904	92743760
41156	chr1	92748815	92749671
41157	chr1	92784719	92785584
41158	chr1	92804462	92805374
41159	chr1	92818051	92818878
41160	chr1	92831645	92832525
41161	chr1	92852076	92852737
41162	chr1	92853089	92853954
41163	chr1	92854298	92855051
41164	chr1	92858644	92859532
41165	chr1	92882613	92883489
41166	chr1	92943080	92943872
41167	chr1	92944969	92945669
41168	chr1	92950856	92951746
41169	chr1	92953255	92954157
41170	chr1	92960100	92960844
41171	chr1	92961025	92961866
41172	chr1	92962276	92963076
41173	chr1	92964706	92965616
41174	chr1	92968098	92968972
41175	chr1	92973120	92973936
41176	chr1	92975295	92976121
41177	chr1	92980960	92981846
41178	chr1	92990573	92991367
41179	chr1	92993834	92994730
41180	chr1	92998740	92999626
41181	chr1	93013957	93014809
41182	chr1	93021311	93022216
41183	chr1	93029046	93029960
41184	chr1	93033480	93034353
41185	chr1	93042156	93043068
41186	chr1	93061994	93062868
41187	chr1	93076133	93076926
41188	chr1	93078761	93079673
41189	chr1	93080270	93081065
41190	chr1	93081513	93082337
41191	chr1	93111368	93112220
41192	chr1	93155034	93155818
41193	chr1	93164408	93165276
41194	chr1	93170542	93171261
41195	chr1	93179278	93179927
41196	chr1	93180141	93181003
41197	chr1	93186418	93187274
41198	chr1	93190634	93191512
41199	chr1	93194514	93195402
41200	chr1	93199036	93199858
41201	chr1	93219226	93220110
41202	chr1	93304426	93305292
41203	chr1	93317009	93317893
41204	chr1	93340666	93341557
41205	chr1	93345459	93346318
41206	chr1	93358100	93358889
41207	chr1	93437729	93438613
41208	chr1	93447775	93448528
41209	chr1	93448662	93449216
41210	chr1	93549080	93549522
41211	chr1	93549642	93550419
41212	chr1	93552486	93553212
41213	chr1	93558900	93559721
41214	chr1	93591507	93592331
41215	chr1	93615213	93616132
41216	chr1	93629234	93630136
41217	chr1	93671877	93672772
41218	chr1	93680522	93681239
41219	chr1	93681382	93682190
41220	chr1	93692931	93693783
41221	chr1	93703794	93704667
41222	chr1	93705793	93706667
41223	chr1	93707649	93708560
41224	chr1	93715197	93716075
41225	chr1	93749262	93750159
41226	chr1	93750677	93751575
41227	chr1	93751848	93752579
41228	chr1	93754025	93754863
41229	chr1	93758643	93759536
41230	chr1	93764102	93765052
41231	chr1	93813797	93814670
41232	chr1	93816657	93817547
41233	chr1	93817890	93818816
41234	chr1	93839142	93840003
41235	chr1	93843966	93844835
41236	chr1	93846017	93846820
41237	chr1	93847199	93848016
41238	chr1	93850386	93851255
41239	chr1	93868508	93869400
41240	chr1	93873839	93874702
41241	chr1	93878732	93879538
41242	chr1	93903984	93904890
41243	chr1	93909175	93909995
41244	chr1	93988489	93989421
41245	chr1	93991157	93991992
41246	chr1	94004663	94005551
41247	chr1	94010899	94011850
41248	chr1	94017212	94018121
41249	chr1	94020766	94021572
41250	chr1	94039277	94040131
41251	chr1	94044078	94044976
41252	chr1	94045430	94046301
41253	chr1	94061251	94062075
41254	chr1	94091966	94092880
41255	chr1	94237119	94237991
41256	chr1	94247283	94248125
41257	chr1	94272168	94273024
41258	chr1	94285546	94286476
41259	chr1	94302724	94303594
41260	chr1	94339360	94340262
41261	chr1	94345030	94345929
41262	chr1	94384561	94385472
41263	chr1	94411002	94411888
41264	chr1	94417845	94418753
41265	chr1	94462949	94463356
41266	chr1	94463474	94464159
41267	chr1	94481189	94482090
41268	chr1	94541437	94542322
41269	chr1	94597439	94598314
41270	chr1	94598893	94599783
41271	chr1	94602145	94603068
41272	chr1	94606339	94607225
41273	chr1	94612282	94613161
41274	chr1	94614359	94614696
41275	chr1	94614808	94615485
41276	chr1	94713403	94714304
41277	chr1	94720119	94720930
41278	chr1	94721106	94721905
41279	chr1	94723440	94724369
41280	chr1	94735076	94735982
41281	chr1	94737032	94737941
41282	chr1	94741228	94742134
41283	chr1	94753203	94753951
41284	chr1	94755388	94756279
41285	chr1	94767676	94768590
41286	chr1	94789963	94790867
41287	chr1	94792263	94793149
41288	chr1	94795234	94796136
41289	chr1	94796521	94797320
41290	chr1	94798229	94799122
41291	chr1	94801752	94802656
41292	chr1	94805572	94806431
41293	chr1	94819862	94820783
41294	chr1	94831391	94832287
41295	chr1	94854208	94855088
41296	chr1	94883372	94884254
41297	chr1	94926770	94927653
41298	chr1	94962562	94963470
41299	chr1	94978930	94979765
41300	chr1	95038074	95038956
41301	chr1	95043139	95044026
41302	chr1	95072430	95073340
41303	chr1	95084264	95085156
41304	chr1	95095532	95096435
41305	chr1	95116654	95117065
41306	chr1	95117207	95118028
41307	chr1	95216142	95217002
41308	chr1	95227361	95228247
41309	chr1	95233722	95234625
41310	chr1	96277613	96278508
41311	chr1	96296772	96297562
41312	chr1	96297687	96298123
41313	chr1	96308061	96308916
41314	chr1	96309524	96310422
41315	chr1	96361016	96361846
41316	chr1	96362406	96363287
41317	chr1	96559923	96560814
41318	chr1	96564162	96564928
41319	chr1	96565462	96566271
41320	chr1	96681825	96682659
41321	chr1	96715665	96716528
41322	chr1	96721409	96722255
41323	chr1	96739205	96740027
41324	chr1	96740173	96740876
41325	chr1	97163912	97164777
41326	chr1	97489611	97490517
41327	chr1	97525402	97526260
41328	chr1	97610511	97611372
41329	chr1	97827606	97828475
41330	chr1	97833629	97834522
41331	chr1	97844463	97845222
41332	chr1	97845598	97846404
41333	chr1	97847936	97848799
41334	chr1	97849717	97850497
41335	chr1	97894990	97895876
41336	chr1	97900750	97901662
41337	chr1	97904258	97905069
41338	chr1	97905338	97906206
41339	chr1	97906598	97907484
41340	chr1	97907814	97908577
41341	chr1	97909096	97909935
41342	chr1	97911461	97912285
41343	chr1	97916478	97917212
41344	chr1	97920638	97921659
41345	chr1	97937758	97938666
41346	chr1	98047972	98048881
41347	chr1	98050873	98051751
41348	chr1	98053812	98054655
41349	chr1	98323833	98324462
41350	chr1	98388168	98389051
41351	chr1	98661305	98662145
41352	chr1	98765996	98766877
41353	chr1	98794009	98794919
41354	chr1	98797214	98798050
41355	chr1	98849704	98850613
41356	chr1	98853924	98854829
41357	chr1	98871219	98872099
41358	chr1	99004281	99005183
41359	chr1	99051622	99052540
41360	chr1	99180055	99180942
41361	chr1	99236460	99237346
41362	chr1	99264024	99264960
41363	chr1	99685451	99686345
41364	chr1	99699796	99700694
41365	chr1	99704237	99704945
41366	chr1	99707315	99708197
41367	chr1	99758854	99759699
41368	chr1	99766129	99766968
41369	chr1	99783837	99784469
41370	chr1	99784614	99785416
41371	chr1	99793634	99794540
41372	chr1	99808389	99809298
41373	chr1	99820336	99821180
41374	chr1	99821659	99822463
41375	chr1	99849681	99850574
41376	chr1	99918893	99919786
41377	chr1	99969624	99970468
41378	chr1	100028488	100029401
41379	chr1	100034292	100035135
41380	chr1	100037677	100038477
41381	chr1	100038673	100039423
41382	chr1	100046623	100047513
41383	chr1	100051194	100052107
41384	chr1	100132572	100133482
41385	chr1	100249441	100250326
41386	chr1	100265751	100266661
41387	chr1	100306616	100307512
41388	chr1	100351142	100351954
41389	chr1	100352083	100352850
41390	chr1	100358895	100359708
41391	chr1	100360002	100360803
41392	chr1	100377637	100378472
41393	chr1	100382086	100382630
41394	chr1	100386112	100386994
41395	chr1	100391486	100392338
41396	chr1	100393987	100394870
41397	chr1	100396458	100397335
41398	chr1	100397697	100398401
41399	chr1	100400122	100401017
41400	chr1	100403168	100403996
41401	chr1	100405653	100406556
41402	chr1	100412917	100413770
41403	chr1	100414434	100415329
41404	chr1	100418859	100419733
41405	chr1	100423670	100424526
41406	chr1	100431642	100432521
41407	chr1	100439881	100440762
41408	chr1	100441383	100442266
41409	chr1	100443768	100444622
41410	chr1	100445316	100446216
41411	chr1	100449166	100449969
41412	chr1	100452369	100453280
41413	chr1	100455337	100456210
41414	chr1	100459235	100460090
41415	chr1	100463534	100464436
41416	chr1	100475534	100476383
41417	chr1	100511755	100512273
41418	chr1	100522839	100523753
41419	chr1	100530603	100531487
41420	chr1	100534888	100535643
41421	chr1	100535844	100536676
41422	chr1	100539249	100540133
41423	chr1	100543369	100544253
41424	chr1	100580888	100581741
41425	chr1	100592216	100592753
41426	chr1	100596841	100597763
41427	chr1	100626929	100627816
