#chrom	chromStart	chromEnd
chr1	234845095	234845956
chr1	234849078	234849826
chr1	234851257	234852128
chr1	234854030	234854935
chr1	234862791	234863714
chr1	234865992	234866892
chr1	234867266	234867892
chr1	234873067	234873782
chr1	234874231	234875131
chr1	234876013	234876915
chr1	234881289	234881875
chr1	234890676	234891533
chr1	234893596	234894404
chr1	234903935	234904480
chr1	234911503	234912376
chr1	234917950	234918758
chr1	234925676	234926424
chr1	234926622	234927520
chr1	234933181	234933954
chr1	234934433	234935245
chr1	234936686	234937373
chr1	234944683	234945594
chr1	234954971	234955842
chr1	234959360	234960159
chr1	234962929	234963806
chr1	234964893	234965771
chr1	234968323	234969006
chr1	234970071	234970968
chr1	234971098	234971616
chr1	234972198	234973065
chr1	234974883	234975770
chr1	234976181	234976682
chr1	234976804	234977550
chr1	234978284	234979197
chr1	234980526	234981450
chr1	234984133	234985044
chr1	234986302	234987100
chr1	234987387	234988207
chr1	234994274	234995175
chr1	234996993	234997880
chr1	235011567	235012488
chr1	235015545	235016407
chr1	235024905	235025771
chr1	235034778	235035627
chr1	235040727	235041662
chr1	235047842	235048685
chr1	235052089	235052943
chr1	235062818	235063614
chr1	235067387	235068279
chr1	235073208	235074074
chr1	235074990	235075555
chr1	235077307	235078208
chr1	235079669	235080441
chr1	235083398	235084250
chr1	235093553	235094435
chr1	235099915	235100803
chr1	235102626	235103411
chr1	235103976	235104828
chr1	235105273	235105880
chr1	235128455	235129330
chr1	235140046	235140797
chr1	235160824	235161736
chr1	235202327	235203204
chr1	235206870	235207740
chr1	235244609	235245492
chr1	235245918	235246707
chr1	235252939	235253819
chr1	235259105	235260035
chr1	235270468	235271321
chr1	235275004	235275881
chr1	235285804	235286587
chr1	235286724	235287506
chr1	235297282	235298180
chr1	235304538	235305415
chr1	235312915	235313705
chr1	235326643	235327402
chr1	235328109	235329070
chr1	235336658	235337548
chr1	235366954	235367832
chr1	235411339	235412226
chr1	235415029	235415905
chr1	235416808	235417720
chr1	235422942	235423846
chr1	235492547	235493452
chr1	235504150	235505059
chr1	235513468	235514368
chr1	235546120	235546979
chr1	235567568	235568476
chr1	235571276	235572160
chr1	235641934	235642859
chr1	235648789	235649538
chr1	235649721	235650558
chr1	235734032	235734870
chr1	235745517	235745995
chr1	235746098	235746645
chr1	235763744	235764540
chr1	235782911	235783772
chr1	235830830	235831741
chr1	235834337	235834915
chr1	235835040	235835778
chr1	235841912	235842718
chr1	235843162	235844040
chr1	235845438	235846256
chr1	235847982	235848869
chr1	235849387	235849992
chr1	235851834	235852614
chr1	235855751	235856574
chr1	235858631	235859525
chr1	235862612	235863486
chr1	235866548	235867391
chr1	235867909	235868652
chr1	235872822	235873745
chr1	235876261	235877161
chr1	235878045	235878925
chr1	235879845	235880706
chr1	235883312	235884190
chr1	235887794	235888685
chr1	235892723	235893596
chr1	235900241	235901120
chr1	235901432	235902128
chr1	235902816	235903724
chr1	235907264	235908031
chr1	235908565	235909433
chr1	235910340	235911237
chr1	235915732	235916452
chr1	235917133	235918046
chr1	235918836	235919602
chr1	235919786	235920633
chr1	235923337	235924255
chr1	235931835	235932656
chr1	235933237	235934153
chr1	235936873	235937716
chr1	235938462	235939374
chr1	235940103	235940969
chr1	235942036	235942951
chr1	235943540	235944378
chr1	235945936	235946855
chr1	235951435	235952280
chr1	235952702	235953633
chr1	235954531	235955452
chr1	235960806	235961738
chr1	235971437	235972337
chr1	235980659	235981519
chr1	235986698	235987627
chr1	235999148	235999977
chr1	236003812	236004672
chr1	236022759	236023685
chr1	236026811	236027700
chr1	236046033	236046925
chr1	236052083	236052993
chr1	236058177	236059010
chr1	236064661	236065410
chr1	236066556	236067469
chr1	236071633	236072558
chr1	236081561	236082478
chr1	236091312	236092174
chr1	236097142	236097999
chr1	236103376	236104288
chr1	236109167	236110007
chr1	236120497	236121399
chr1	236142079	236142934
chr1	236156324	236157241
chr1	236159607	236160488
chr1	236163511	236164430
chr1	236168654	236169485
chr1	236206314	236207143
chr1	236222743	236223662
chr1	236228183	236229032
chr1	236258772	236259593
chr1	236281636	236282521
chr1	236284302	236285026
chr1	236393631	236394333
chr1	236394960	236395826
chr1	236415928	236416810
chr1	236417339	236418021
chr1	236451771	236452641
chr1	236465619	236466523
chr1	236486787	236487622
chr1	236489597	236490480
chr1	236502913	236503809
chr1	236508395	236509312
chr1	236516647	236517544
chr1	236523702	236524251
chr1	236524351	236524784
chr1	236533730	236534524
chr1	236535674	236536264
chr1	236604127	236605020
chr1	236685998	236686880
chr1	236794898	236795717
chr1	236861337	236862212
chr1	236865515	236866263
chr1	236868584	236869416
chr1	236869622	236870298
chr1	236870488	236871362
chr1	236904904	236905780
chr1	237411410	237412304
chr1	237736436	237737304
chr1	237799537	237800418
chr1	237861785	237862660
chr1	237864252	237865049
chr1	238606608	238607506
chr1	239024894	239025758
chr1	239098339	239099065
chr1	239363633	239364526
chr1	239367101	239368004
chr1	239386246	239387066
chr1	239387287	239388054
chr1	239501490	239502391
chr1	239547797	239548624
chr1	239558690	239559600
chr1	239586833	239587744
chr1	239717061	239717999
chr1	239719413	239720230
chr1	239804794	239805606
chr1	239810999	239811872
chr1	239814126	239814980
chr1	239815907	239816806
chr1	239841379	239842271
chr1	239857817	239858705
chr1	239861829	239862663
chr1	239897840	239898747
chr1	239909694	239910564
chr1	239912305	239913190
chr1	239914583	239915500
chr1	239944581	239945353
chr1	239997456	239998322
chr1	240492735	240493601
chr1	240575986	240576894
chr1	240611593	240612482
chr1	240666372	240667222
chr1	240687594	240688436
chr1	241356637	241357509
chr1	241423765	241424669
chr1	241507208	241508025
chr1	241519312	241520181
chr1	241531292	241532089
chr1	241533315	241534100
chr1	241541980	241542867
chr1	241551675	241552561
chr1	241560285	241561178
chr1	241589304	241590196
chr1	241592008	241592876
chr1	241596438	241597306
chr1	241600394	241601189
chr1	241603526	241604411
chr1	241605082	241605963
chr1	241610792	241611707
chr1	241612328	241613191
chr1	241627451	241628339
chr1	241637420	241638310
chr1	241639948	241640822
chr1	241645983	241646868
chr1	241676951	241677842
chr1	241706683	241707516
chr1	241716993	241717804
chr1	241807856	241808776
chr1	241810751	241811678
chr1	241813597	241814491
chr1	241817768	241818559
chr1	241821127	241821997
chr1	241847575	241848493
chr1	241894772	241895560
chr1	241898875	241899768
chr1	241964538	241965421
chr1	241998173	241999077
chr1	242146789	242147698
chr1	242523522	242524174
chr1	242689144	242690038
chr1	243101281	243102189
chr1	243179495	243180348
chr1	243244195	243245106
chr1	243246621	243247522
chr1	243254627	243255443
chr1	243255601	243256347
chr1	243264413	243265268
chr1	243267425	243268281
chr1	243284346	243285232
chr1	243286178	243286980
chr1	243287467	243288353
chr1	243289013	243289746
chr1	243312921	243313763
chr1	243325074	243325937
chr1	243343687	243344589
chr1	243354337	243355255
chr1	243419872	243420726
chr1	243421542	243422365
chr1	243447141	243448004
chr1	243448306	243449094
chr1	243451840	243452709
chr1	243458850	243459758
chr1	243470944	243471648
chr1	243472104	243472805
chr1	243473448	243474196
chr1	243477443	243478343
chr1	243482837	243483577
chr1	243495681	243496585
chr1	243508037	243508918
chr1	243596144	243596950
chr1	243598266	243599131
chr1	243642627	243643440
chr1	243706130	243707012
chr1	243710261	243711173
chr1	243713377	243714034
chr1	243715002	243715915
chr1	243723273	243724105
chr1	243724884	243725740
chr1	243727334	243728173
chr1	243730040	243730755
chr1	243731022	243731823
chr1	243732074	243732796
chr1	243733947	243734876
chr1	243744886	243745710
chr1	243748434	243749334
chr1	243798438	243799215
chr1	243803324	243804208
chr1	243807148	243807997
chr1	243837905	243838821
chr1	243841744	243842449
chr1	243842866	243843763
chr1	243849053	243849817
chr1	243850198	243851060
chr1	243910337	243911247
chr1	243917110	243917938
chr1	243924273	243925147
chr1	243963370	243964174
chr1	243965018	243965779
chr1	244009931	244010863
chr1	244047869	244048752
chr1	244049432	244050085
chr1	244052002	244052901
chr1	244054548	244055388
chr1	244074566	244075455
chr1	244077144	244078040
chr1	244100564	244101421
chr1	244137490	244138351
chr1	244154985	244155843
chr1	244160101	244161010
chr1	244209666	244210514
chr1	244214034	244214953
chr1	244224171	244225088
chr1	244226231	244227105
chr1	244233877	244234770
chr1	244237230	244238081
chr1	244239188	244240126
chr1	244246136	244246901
chr1	244251603	244252325
chr1	244254211	244255098
chr1	244272743	244273608
chr1	244273921	244274537
chr1	244277172	244277874
chr1	244291265	244292094
chr1	244299180	244300092
chr1	244303842	244304725
chr1	244319342	244320265
chr1	244322715	244323624
chr1	244324980	244325808
chr1	244341517	244342444
chr1	244346343	244347216
chr1	244348851	244349710
chr1	244353493	244354405
chr1	244360029	244360945
chr1	244394936	244395718
chr1	244409381	244410249
chr1	244439163	244440074
chr1	244445503	244446373
chr1	244450298	244450987
chr1	244451625	244452520
chr1	244454468	244455331
chr1	244460987	244461895
chr1	244599645	244600516
chr1	244603169	244604031
chr1	244652523	244653429
chr1	244665532	244666374
chr1	244729154	244729934
chr1	244730253	244731177
chr1	244796504	244797374
chr1	244800952	244801831
chr1	244815305	244816187
chr1	244816611	244817203
chr1	244834834	244835762
chr1	244862764	244863669
chr1	244864215	244865052
chr1	244918449	244919357
chr1	244920724	244921598
chr1	244939899	244940726
chr1	244940914	244941725
chr1	244944986	244945850
chr1	244952679	244953639
chr1	244957366	244958268
chr1	244963379	244963883
chr1	244963985	244964522
chr1	244969216	244969985
chr1	244970364	244971316
chr1	245042425	245043323
chr1	245051168	245052017
chr1	245054148	245055017
chr1	245056680	245057564
chr1	245152917	245153727
chr1	245156175	245157093
chr1	245167850	245168711
chr1	245188114	245189029
chr1	245255576	245256463
chr1	245258388	245259258
chr1	245310781	245311685
chr1	245433001	245433839
chr1	245458619	245459530
chr1	245475814	245476694
chr1	245480487	245481404
chr1	245485618	245486350
chr1	245500372	245501231
chr1	245501564	245502336
chr1	245516131	245517046
chr1	245605001	245605806
chr1	245673721	245674618
chr1	245679571	245680451
chr1	245680898	245681638
chr1	245690002	245690874
chr1	245698686	245699585
chr1	245806979	245807814
chr1	245942654	245943566
chr1	245956039	245956938
chr1	246002837	246003723
chr1	246012104	246012969
chr1	246020905	246021776
chr1	246067386	246068282
chr1	246106101	246106990
chr1	246111321	246112227
chr1	246117125	246118025
chr1	246148079	246148533
chr1	246152910	246153767
chr1	246157238	246158111
chr1	246159070	246159942
chr1	246178626	246179476
chr1	246181977	246182821
chr1	246214757	246215586
chr1	246497082	246497983
chr1	246506821	246507690
chr1	246527145	246528085
chr1	246560573	246561121
chr1	246565979	246566849
chr1	246569275	246570194
chr1	246571150	246572020
chr1	246582151	246583063
chr1	246587486	246588199
chr1	246588314	246588684
chr1	246601970	246602825
chr1	246607142	246607976
chr1	246608704	246609602
chr1	246689296	246690184
chr1	246696205	246697100
chr1	246698848	246699749
chr1	246703429	246704371
chr1	246705015	246705939
chr1	246707320	246708200
chr1	246709493	246710421
chr1	246723901	246724810
chr1	246726069	246726977
chr1	246730596	246731489
chr1	246753636	246754541
chr1	246782012	246782933
chr1	246784684	246785243
chr1	246785343	246785741
chr1	246788658	246789545
chr1	246817527	246818419
chr1	246820972	246821798
chr1	246822215	246822976
chr1	246833457	246834398
chr1	246838352	246839138
chr1	246907195	246908018
chr1	246909131	246910054
chr1	246925410	246926265
chr1	246931586	246932434
chr1	246938567	246939444
chr1	246959643	246960573
chr1	246961726	246962607
chr1	246969318	246970173
chr1	246971048	246971943
chr1	247007575	247008425
chr1	247078329	247079176
chr1	247103944	247104823
chr1	247111279	247112036
chr1	247118843	247119616
chr1	247119772	247120485
chr1	247127416	247128325
chr1	247131161	247132076
chr1	247168925	247169823
chr1	247171817	247172653
chr1	247172910	247173747
chr1	247204870	247205769
chr1	247210411	247211247
chr1	247217947	247218820
chr1	247322840	247323642
chr1	247326378	247327200
chr1	247347474	247348414
chr1	247358675	247359513
chr1	247359976	247360775
chr1	247367718	247368597
chr1	247372460	247373276
chr1	247373657	247374453
chr1	247385010	247385821
chr1	247386526	247387365
chr1	247389951	247390859
chr1	247401310	247401932
chr1	247402051	247402735
chr1	247404848	247405660
chr1	247406904	247407806
chr1	247408174	247408860
chr1	247409685	247410583
chr1	247411369	247412249
chr1	247415603	247416500
chr1	247417568	247418459
chr1	247420767	247421687
chr1	247433804	247434580
chr1	247435001	247435832
chr1	247437917	247438676
chr1	247439869	247440773
chr1	247441390	247442243
chr1	247445623	247446502
chr1	247447892	247448826
chr1	247451054	247451944
chr1	247455743	247456526
chr1	247457000	247457825
chr1	247465533	247466434
chr1	247466875	247467750
chr1	247476070	247476970
chr1	247479218	247480139
chr1	247486891	247487773
chr1	247494536	247495427
chr1	247500577	247501499
chr1	247517792	247518712
chr1	247529624	247530431
chr1	247530561	247531345
chr1	247535179	247535974
chr1	247538304	247538919
chr1	247548583	247549150
chr1	247639115	247640023
chr1	247852592	247853484
chr1	247857077	247858007
chr1	247895570	247896463
chr1	247906233	247907024
chr1	247936678	247937625
chr1	248403777	248404670
chr1	248481909	248482754
chr1	248564340	248565017
chr1	248565386	248566239
chr1	248568809	248569692
chr1	248622307	248623200
chr1	248686615	248687513
chr1	248710204	248711089
chr1	248750153	248750810
chr1	248785886	248786775
chr1	248792156	248793028
chr1	248798541	248799436
chr1	248804690	248805581
chr1	248806887	248807755
chr1	248816735	248817620
chr1	248818566	248819478
chr1	248822158	248823040
chr1	248825801	248826571
chr1	248828663	248829561
chr1	248834278	248835145
chr1	248837862	248838525
chr1	248838644	248839220
chr1	248841412	248842291
chr1	248842729	248843514
chr1	248853459	248854367
chr1	248858609	248859521
chr1	248862830	248863731
chr1	248867077	248867966
chr1	248873544	248874439
chr1	248906027	248906978
chr1	248914378	248915153
chr1	248924629	248925471
chr1	248944750	248945303
chr1	248945405	248945894
chr10	73648	74540
chr10	76102	76994
chr10	127616	128529
chr10	129621	130497
chr10	135185	136111
chr10	246177	247090
chr10	260693	261590
chr10	283724	284574
chr10	306556	307463
chr10	311783	312736
chr10	317024	317877
chr10	323657	324543
chr10	329160	330089
chr10	333422	334321
chr10	338391	339284
chr10	351839	352653
chr10	381539	382420
chr10	384486	385382
chr10	394124	394857
chr10	434281	435107
chr10	437147	438010
chr10	450724	451634
chr10	456357	457165
chr10	470167	471096
chr10	478401	479192
chr10	484529	485470
chr10	510773	511664
chr10	557546	558394
chr10	624061	624880
chr10	689294	690084
chr10	788938	789756
chr10	802156	802844
chr10	804522	805451
chr10	851631	852525
chr10	856550	857354
chr10	876359	877292
chr10	877892	878808
chr10	921651	922547
chr10	924156	924997
chr10	929646	930261
chr10	931389	932290
chr10	939051	939922
chr10	944193	945090
chr10	964475	965439
chr10	970888	971793
chr10	987908	988804
chr10	1043336	1044217
chr10	1048669	1049574
chr10	1056253	1057148
chr10	1062154	1062720
chr10	1063034	1063923
chr10	1064379	1065107
chr10	1069469	1070388
chr10	1073855	1074613
chr10	1074751	1075463
chr10	1109882	1110794
chr10	1133769	1134542
chr10	1147277	1148133
chr10	1155822	1156728
chr10	1159260	1160140
chr10	1209034	1209925
chr10	1287781	1288690
chr10	1359110	1359986
chr10	1368533	1369365
chr10	1412461	1413281
chr10	1420602	1421507
chr10	1454198	1455089
chr10	1465032	1465888
chr10	1488817	1489676
chr10	1542936	1543853
chr10	1615065	1615925
chr10	1661888	1662585
chr10	1737091	1737909
chr10	1755268	1756059
chr10	1808940	1809804
chr10	1897058	1897952
chr10	1923492	1924376
chr10	1932393	1933312
chr10	1938239	1938798
chr10	1938910	1939561
chr10	2892896	2893815
chr10	2897564	2898446
chr10	2908595	2909517
chr10	2923008	2923852
chr10	2927990	2928880
chr10	2986209	2986995
chr10	3034289	3035087
chr10	3035951	3036815
chr10	3039792	3040668
chr10	3043384	3044229
chr10	3045735	3046531
chr10	3057701	3058579
chr10	3066991	3067803
chr10	3068248	3068968
chr10	3085742	3086626
chr10	3091113	3092027
chr10	3092946	3093870
chr10	3095369	3096274
chr10	3099070	3099964
chr10	3151962	3152881
chr10	3172468	3173401
chr10	3177805	3178721
chr10	3186126	3187009
chr10	3192613	3193492
chr10	3197191	3198119
chr10	3208351	3209224
chr10	3227569	3228440
chr10	3239357	3240238
chr10	3313638	3314492
chr10	3324322	3325230
chr10	3330480	3331365
chr10	3339241	3340156
chr10	3350241	3351087
chr10	3354360	3355194
chr10	3357670	3358437
chr10	3424178	3425033
chr10	3438461	3439243
chr10	3452287	3453090
chr10	3455239	3456102
chr10	3465126	3466041
chr10	3467301	3467955
chr10	3468922	3469778
chr10	3472354	3473238
chr10	3477506	3478415
chr10	3482059	3482964
chr10	3484038	3484728
chr10	3485042	3485888
chr10	3553960	3554859
chr10	3592178	3593076
chr10	3622033	3622882
chr10	3647006	3647727
chr10	3651661	3652525
chr10	3652741	3653415
chr10	3655223	3656080
chr10	3666590	3667410
chr10	3668402	3669310
chr10	3671111	3671963
chr10	3693064	3693980
chr10	3714720	3715576
chr10	3720289	3721203
chr10	3722703	3723624
chr10	3734910	3735812
chr10	3740155	3740985
chr10	3741748	3742705
chr10	3749515	3750339
chr10	3754800	3755636
chr10	3757576	3758429
chr10	3760902	3761816
chr10	3764790	3765624
chr10	3769270	3770170
chr10	3772428	3773333
chr10	3776771	3777646
chr10	3784954	3785875
chr10	3792372	3793293
chr10	3794439	3795392
chr10	3804028	3804731
chr10	3805072	3805864
chr10	3809901	3810690
chr10	3811229	3812036
chr10	3828594	3829467
chr10	3835676	3836457
chr10	3838543	3839388
chr10	3850959	3851735
chr10	3852176	3853020
chr10	3867400	3868162
chr10	3873472	3874384
chr10	3875142	3876026
chr10	3877017	3877971
chr10	3887593	3888506
chr10	3892178	3893099
chr10	3893832	3894584
chr10	3902160	3903058
chr10	3934858	3935752
chr10	3942565	3943389
chr10	3943535	3944353
chr10	3945609	3946524
chr10	3948626	3949521
chr10	3950608	3951477
chr10	3960840	3961743
chr10	3969827	3970645
chr10	3971386	3972144
chr10	3972532	3973377
chr10	3980368	3981198
chr10	4005801	4006704
chr10	4013433	4014298
chr10	4024783	4025719
chr10	4033311	4034129
chr10	4034876	4035781
chr10	4051371	4052127
chr10	4053761	4054644
chr10	4059531	4060425
chr10	4061262	4062102
chr10	4067314	4068248
chr10	4074440	4075257
chr10	4079997	4080881
chr10	4107044	4107920
chr10	4120101	4120872
chr10	4121357	4122247
chr10	4127684	4128521
chr10	4130403	4131134
chr10	4131386	4132228
chr10	4135764	4136573
chr10	4154033	4154921
chr10	4175635	4176436
chr10	4234464	4235372
chr10	4266210	4267125
chr10	4269908	4270815
chr10	4332987	4333856
chr10	4369945	4370874
chr10	4407591	4408461
chr10	4514222	4515129
chr10	4519755	4520629
chr10	4643212	4644113
chr10	4651784	4652734
chr10	4656348	4657226
chr10	4662888	4663774
chr10	4688507	4689353
chr10	4703816	4704706
chr10	4770517	4771388
chr10	4807472	4808392
chr10	4811771	4812638
chr10	4812951	4813744
chr10	4814745	4815660
chr10	4817602	4818483
chr10	4820539	4821421
chr10	4825913	4826739
chr10	4835268	4836136
chr10	4848294	4848875
chr10	4849370	4850275
chr10	5089740	5090554
chr10	5094153	5095047
chr10	5158957	5159843
chr10	5233931	5234804
chr10	5272074	5272953
chr10	5274559	5275434
chr10	5283162	5283903
chr10	5284222	5285088
chr10	5291474	5292338
chr10	5293674	5294580
chr10	5297197	5298101
chr10	5317448	5318364
chr10	5324623	5325515
chr10	5333839	5334706
chr10	5343374	5344221
chr10	5383760	5384640
chr10	5410273	5411087
chr10	5412171	5413045
chr10	5433933	5434754
chr10	5441932	5442734
chr10	5446114	5446989
chr10	5447442	5448217
chr10	5449541	5450412
chr10	5457551	5458386
chr10	5469848	5470584
chr10	5479706	5480331
chr10	5498331	5499135
chr10	5547656	5548322
chr10	5548629	5549502
chr10	5551798	5552611
chr10	5564069	5564879
chr10	5576808	5577651
chr10	5583418	5584243
chr10	5596828	5597716
chr10	5601117	5601999
chr10	5622865	5623755
chr10	5629590	5630484
chr10	5645319	5645891
chr10	5646012	5646820
chr10	5659567	5660480
chr10	5666116	5666958
chr10	5677985	5678914
chr10	5684324	5685158
chr10	5692378	5693303
chr10	5711485	5712155
chr10	5775418	5776322
chr10	5779477	5780315
chr10	5805367	5806189
chr10	5809313	5810215
chr10	5813091	5814005
chr10	5817254	5818041
chr10	5818744	5819586
chr10	5830827	5831769
chr10	5840119	5840874
chr10	5840995	5841426
chr10	5846023	5846826
chr10	5852142	5853052
chr10	5862154	5862972
chr10	5866257	5867091
chr10	5867233	5867818
chr10	5873258	5874154
chr10	5889601	5890516
chr10	5895589	5896420
chr10	5903909	5904750
chr10	5905954	5906753
chr10	5942308	5943152
chr10	5945398	5946235
chr10	5950867	5951769
chr10	5971187	5972037
chr10	5975674	5976496
chr10	5977281	5978176
chr10	6014101	6015002
chr10	6027882	6028657
chr10	6033711	6034626
chr10	6036746	6037561
chr10	6037993	6038889
chr10	6043872	6044731
chr10	6050731	6051623
chr10	6052403	6053262
chr10	6053951	6054695
chr10	6060444	6061245
chr10	6061961	6062861
chr10	6065635	6066514
chr10	6068161	6069004
chr10	6069279	6070005
chr10	6070462	6071334
chr10	6072308	6073090
chr10	6083496	6084415
chr10	6086113	6087013
chr10	6088544	6089426
chr10	6091377	6092286
chr10	6108682	6109571
chr10	6123269	6124126
chr10	6124571	6125421
chr10	6128591	6129180
chr10	6129721	6130592
chr10	6134708	6135519
chr10	6136220	6137060
chr10	6140438	6141027
chr10	6141131	6141578
chr10	6144462	6145356
chr10	6148098	6149006
chr10	6151038	6151955
chr10	6163346	6164236
chr10	6171613	6172520
chr10	6173035	6173866
chr10	6176426	6177244
chr10	6182306	6183249
chr10	6188242	6189132
chr10	6192126	6193035
chr10	6195564	6196460
chr10	6197114	6197981
chr10	6201230	6201981
chr10	6202543	6203291
chr10	6238960	6239868
chr10	6243854	6244726
chr10	6248651	6249551
chr10	6254053	6254946
chr10	6266988	6267900
chr10	6270053	6270972
chr10	6273714	6274392
chr10	6274995	6275912
chr10	6279999	6280789
chr10	6286922	6287768
chr10	6291478	6292318
chr10	6292925	6293610
chr10	6294734	6295384
chr10	6295497	6296063
chr10	6297800	6298685
chr10	6299899	6300777
chr10	6302941	6303829
chr10	6320095	6321019
chr10	6328387	6329323
chr10	6347793	6348692
chr10	6349777	6350526
chr10	6351282	6352110
chr10	6381817	6382729
chr10	6386140	6386904
chr10	6390343	6391101
chr10	6391234	6391878
chr10	6396417	6397330
chr10	6398229	6399120
chr10	6400089	6401008
chr10	6401513	6402418
chr10	6406053	6406832
chr10	6406970	6407794
chr10	6410004	6410853
chr10	6416653	6417550
chr10	6445543	6446411
chr10	6447799	6448592
chr10	6458508	6459264
chr10	6473466	6474218
chr10	6482698	6483587
chr10	6491917	6492781
chr10	6493349	6494237
chr10	6494742	6495620
chr10	6498481	6499395
chr10	6504010	6504918
chr10	6507076	6507976
chr10	6513220	6514115
chr10	6514857	6515732
chr10	6516607	6517454
chr10	6529956	6530847
chr10	6535686	6536553
chr10	6537531	6538410
chr10	6542968	6543774
chr10	6558119	6558945
chr10	6564002	6564802
chr10	6576084	6577012
chr10	6577996	6578930
chr10	6579923	6580837
chr10	6583131	6584044
chr10	6586240	6587137
chr10	6591807	6592630
chr10	6593082	6593852
chr10	6597260	6598158
chr10	6600028	6600842
chr10	6601111	6601939
chr10	6606890	6607801
chr10	6612048	6612934
chr10	6625293	6626149
chr10	6642470	6643288
chr10	6643815	6644621
chr10	6647616	6648504
chr10	6665625	6666507
chr10	6667451	6668327
chr10	6677933	6678825
chr10	6843383	6844123
chr10	6844242	6844639
chr10	6916646	6917529
chr10	6918168	6919002
chr10	6919743	6920639
chr10	6927410	6928244
chr10	6929259	6929960
chr10	6958161	6959050
chr10	6973729	6974612
chr10	6988473	6989281
chr10	6995576	6996473
chr10	7028125	7028963
chr10	7030002	7030881
chr10	7034906	7035818
chr10	7046000	7046886
chr10	7120890	7121800
chr10	7157006	7157878
chr10	7159426	7160290
chr10	7177517	7178431
chr10	7180007	7180922
chr10	7184528	7185240
chr10	7185351	7185718
chr10	7186478	7187310
chr10	7192780	7193710
chr10	7206212	7207111
chr10	7233207	7234112
chr10	7237584	7238388
chr10	7239044	7239973
chr10	7243025	7243632
chr10	7243747	7244443
chr10	7251748	7252616
chr10	7255325	7256184
chr10	7256792	7257657
chr10	7258729	7259618
chr10	7260215	7261059
chr10	7265137	7266024
chr10	7269098	7270006
chr10	7271673	7272588
chr10	7285354	7286186
chr10	7287314	7288215
chr10	7296546	7297467
chr10	7298045	7298955
chr10	7305864	7306724
chr10	7317643	7318520
chr10	7318658	7319436
chr10	7319900	7320734
chr10	7337138	7338042
chr10	7378504	7379285
chr10	7383240	7384119
chr10	7388396	7389188
chr10	7389398	7390257
chr10	7405355	7406124
chr10	7407811	7408764
chr10	7409037	7409861
chr10	7410567	7411464
chr10	7416790	7417591
chr10	7417749	7418470
chr10	7424059	7424934
chr10	7436272	7437143
chr10	7445493	7446382
chr10	7457236	7458139
chr10	7471642	7472533
chr10	7478676	7479609
chr10	7480774	7481663
chr10	7484221	7485093
chr10	7492226	7493027
chr10	7496703	7497547
chr10	7500900	7501737
chr10	7501911	7502786
chr10	7507777	7508509
chr10	7512216	7513076
chr10	7525141	7526035
chr10	7538825	7539745
chr10	7666325	7667095
chr10	7667359	7668227
chr10	7686996	7687871
chr10	7787696	7788585
chr10	7818019	7818900
chr10	7871789	7872700
chr10	7956248	7957158
chr10	8026363	8027204
chr10	8033899	8034481
chr10	8043258	8044098
chr10	8044797	8045636
chr10	8048310	8049107
chr10	8053098	8053986
chr10	8054390	8055158
chr10	8055497	8056368
chr10	8056785	8057590
chr10	8059882	8060713
chr10	8061283	8062210
chr10	8088225	8089139
chr10	8132890	8133781
chr10	8137109	8137990
chr10	8183028	8183938
chr10	8216771	8217617
chr10	8238797	8239644
chr10	8244920	8245796
chr10	8325293	8325912
chr10	8332029	8332938
chr10	8360098	8361002
chr10	8363753	8364646
chr10	8365676	8366582
chr10	8380403	8381169
chr10	8385066	8385988
chr10	8402318	8403183
chr10	8404478	8405373
chr10	8407249	8408021
chr10	8416140	8417004
chr10	8424564	8425440
chr10	8438359	8439269
chr10	8444354	8445261
chr10	8473058	8473853
chr10	9007489	9008411
chr10	9009838	9010740
chr10	9060106	9060961
chr10	9096001	9096804
chr10	9097307	9098145
chr10	9208931	9209832
chr10	9290916	9291773
chr10	9294645	9295555
chr10	9301449	9301876
chr10	9301985	9302652
chr10	9331226	9332091
chr10	10007733	10008574
chr10	10044704	10045604
chr10	10209060	10209850
chr10	10213017	10213859
chr10	10392337	10393125
chr10	10418134	10418981
chr10	10460200	10461079
chr10	10499538	10500442
chr10	10520492	10521400
chr10	10657869	10658764
chr10	10662500	10663421
chr10	10664563	10665331
chr10	10675814	10676671
chr10	10677196	10678072
chr10	10785963	10786832
chr10	10788548	10789480
chr10	11009275	11010206
chr10	11017560	11018403
chr10	11089127	11089628
chr10	11095031	11095904
chr10	11097579	11098499
chr10	11104964	11105835
chr10	11106660	11107555
chr10	11112978	11113859
chr10	11141153	11142029
chr10	11145180	11146045
chr10	11147496	11148422
chr10	11149326	11150118
chr10	11150377	11151069
chr10	11156205	11157038
chr10	11157482	11158274
chr10	11160832	11161716
chr10	11162851	11163750
chr10	11164697	11165565
chr10	11165847	11166724
chr10	11170740	11171675
chr10	11175598	11176479
chr10	11178378	11179278
chr10	11180001	11180914
chr10	11182772	11183630
chr10	11184027	11184794
chr10	11190832	11191636
chr10	11194869	11195760
chr10	11197040	11197955
chr10	11204018	11204917
chr10	11207886	11208654
chr10	11215141	11216015
chr10	11225823	11226606
chr10	11226896	11227733
chr10	11235911	11236749
chr10	11237328	11238206
chr10	11242322	11243118
chr10	11255726	11256485
chr10	11258566	11259438
chr10	11270286	11271172
chr10	11280247	11281119
chr10	11281830	11282678
chr10	11286200	11287006
